news_id,titulo,investigador_id,nombre,departamento,grupos,nombre_oficial
0,La nueva Junta Rectora de CRUE se reúne con el presidente del Gobierno en La Moncloa,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,Derecho Público,Derechos Fundamentales y Constitución,IGNACIO VILLAVERDE MENENDEZ
1,La Universidad de Oviedo reconstruye los orígenes contables de una empresa minera pionera en la industrialización asturiana,https://portalinvestigacion.uniovi.es/investigadores/216887/detalle,JAVIER DE ANDRES SUAREZ,Contabilidad,Nuevas Tecnologías y Análisis Económico-financiero,JAVIER DE ANDRES SUAREZ
1,La Universidad de Oviedo reconstruye los orígenes contables de una empresa minera pionera en la industrialización asturiana,https://portalinvestigacion.uniovi.es/investigadores/217791/detalle,PEDRO LORCA FERNANDEZ,Contabilidad,Nuevas Tecnologías y Análisis Económico-financiero,PEDRO LORCA FERNANDEZ
2,La Universidá Asturiana de Branu incorpora la inteligencia artificial a su oferta formativa,https://portalinvestigacion.uniovi.es/investigadores/217844/detalle,CLAUDIA ELENA MENENDEZ FERNANDEZ,Filología Española,Seminario de Estudios Árabo-románicos,CLAUDIA ELENA MENENDEZ FERNANDEZ
2,La Universidá Asturiana de Branu incorpora la inteligencia artificial a su oferta formativa,https://portalinvestigacion.uniovi.es/investigadores/217909/detalle,XOSE ANTON GONZALEZ RIAÑO,Ciencias de la Educación,"Didáctica de las Lenguas, Interculturalidad y Multilingüismo en Educación",XOSE ANTON GONZALEZ RIAÑO
3,El grupo Llabor de la Universidad de Oviedo regresa a Cueiru para desvelar el origen de una de las ferias más antiguas del Noroeste,https://portalinvestigacion.uniovi.es/investigadores/217322/detalle,MARIA MARGARITA FERNANDEZ MIER,Historia,Social Landscapes,MARIA MARGARITA FERNANDEZ MIER
5,Los Picos de Europa esconden un ‘amortiguador’ geológico natural que evita la formación de terremotos,https://portalinvestigacion.uniovi.es/investigadores/217347/detalle,JOSE MANUEL GONZALEZ DIAZ,Química Orgánica e Inorgánica,Síntesis Orgánica Selectiva,JOSE MANUEL GONZALEZ DIAZ
5,Los Picos de Europa esconden un ‘amortiguador’ geológico natural que evita la formación de terremotos,https://portalinvestigacion.uniovi.es/investigadores/217782/detalle,CARLOS ANTONIO LOPEZ SANCHEZ,Biología de Organismos y Sistemas,Gestión Inteligente de Bosques,CARLOS ANTONIO LOPEZ SANCHEZ
5,Los Picos de Europa esconden un ‘amortiguador’ geológico natural que evita la formación de terremotos,https://portalinvestigacion.uniovi.es/investigadores/1010294/detalle,EMILIO FERNANDEZ VIEJO,Filología Española,Lingüística Funcional del Español,EMILIO FERNANDEZ VIEJO
5,Los Picos de Europa esconden un ‘amortiguador’ geológico natural que evita la formación de terremotos,https://portalinvestigacion.uniovi.es/investigadores/2354604/detalle,PABLO LOPEZ FERNANDEZ,No especificado,,PABLO LOPEZ FERNANDEZ
5,Los Picos de Europa esconden un ‘amortiguador’ geológico natural que evita la formación de terremotos,https://portalinvestigacion.uniovi.es/investigadores/1301906/detalle,ANA MARIA LOPEZ FERNANDEZ,No especificado,,ANA MARIA LOPEZ FERNANDEZ
5,Los Picos de Europa esconden un ‘amortiguador’ geológico natural que evita la formación de terremotos,https://portalinvestigacion.uniovi.es/investigadores/217592/detalle,GABRIELA FERNANDEZ VIEJO,Geología,Procesos Geológicos Modeladores del Relieve de la Cordillera Cantábrica,GABRIELA FERNANDEZ VIEJO
5,Los Picos de Europa esconden un ‘amortiguador’ geológico natural que evita la formación de terremotos,https://portalinvestigacion.uniovi.es/investigadores/217762/detalle,JESUS ALBERTO LOPEZ FERNANDEZ,"Ingeniería Eléctrica, Electrónica, de Comunicaciones y de Sistemas (DIEECS)",Teoría de la Señal y Comunicaciones,JESUS ALBERTO LOPEZ FERNANDEZ
5,Los Picos de Europa esconden un ‘amortiguador’ geológico natural que evita la formación de terremotos,https://portalinvestigacion.uniovi.es/investigadores/217348/detalle,MANUEL GONZALEZ DIAZ,Administración de Empresas,Grupo de Análisis Económico de Organizaciones,MANUEL GONZALEZ DIAZ
5,Los Picos de Europa esconden un ‘amortiguador’ geológico natural que evita la formación de terremotos,https://portalinvestigacion.uniovi.es/investigadores/217382/detalle,VICTOR MANUEL GONZALEZ MENDEZ,Administración de Empresas,Grupo de Economía Financiera,VICTOR MANUEL GONZALEZ MENDEZ
5,Los Picos de Europa esconden un ‘amortiguador’ geológico natural que evita la formación de terremotos,https://portalinvestigacion.uniovi.es/investigadores/217597/detalle,FELIX CARLOS FERNANDEZ DE CASTRO LOPEZ PATIÑO,Filología Española,Lingüística Funcional del Español,FELIX CARLOS FERNANDEZ DE CASTRO LOPEZ PATIÑO
5,Los Picos de Europa esconden un ‘amortiguador’ geológico natural que evita la formación de terremotos,https://portalinvestigacion.uniovi.es/investigadores/217761/detalle,CARLOS LOPEZ FERNANDEZ,Geología,Procesos Geológicos Modeladores del Relieve de la Cordillera Cantábrica,CARLOS LOPEZ FERNANDEZ
5,Los Picos de Europa esconden un ‘amortiguador’ geológico natural que evita la formación de terremotos,https://portalinvestigacion.uniovi.es/investigadores/217738/detalle,SERGIO LLANA FUNEZ,Geología,Procesos Geológicos Modeladores del Relieve de la Cordillera Cantábrica,SERGIO LLANA FUNEZ
5,Los Picos de Europa esconden un ‘amortiguador’ geológico natural que evita la formación de terremotos,https://portalinvestigacion.uniovi.es/investigadores/220122/detalle,ANA GABRIELA FERNANDEZ SAAVEDRA,Sociología,"Género, Economía, Salud y Sociedad",ANA GABRIELA FERNANDEZ SAAVEDRA
6,La Real Sociedad Española de Física premia la tesis doctoral de Clara Ramón Álvarez en la Universidad de Oviedo,https://portalinvestigacion.uniovi.es/investigadores/219959/detalle,JAVIER FERNANDEZ GONZALEZ,,Materials-pro,JAVIER FERNANDEZ GONZALEZ
6,La Real Sociedad Española de Física premia la tesis doctoral de Clara Ramón Álvarez en la Universidad de Oviedo,https://portalinvestigacion.uniovi.es/investigadores/218879/detalle,LUIS JAVIER FERNANDEZ MENENDEZ,Física,"Grupo de Espectroscopia, Láseres y Plasmas",LUIS JAVIER FERNANDEZ MENENDEZ
6,La Real Sociedad Española de Física premia la tesis doctoral de Clara Ramón Álvarez en la Universidad de Oviedo,https://portalinvestigacion.uniovi.es/investigadores/219035/detalle,JAVIER FERNANDEZ REYNES,Química Orgánica e Inorgánica,Química de Moléculas y Macromoléculas Inorgánicas,JAVIER FERNANDEZ REYNES
6,La Real Sociedad Española de Física premia la tesis doctoral de Clara Ramón Álvarez en la Universidad de Oviedo,https://portalinvestigacion.uniovi.es/investigadores/217503/detalle,FRANCISCO JAVIER FERNANDEZ RIO,Ciencias de la Educación,"Educación, Actividad Física, Deporte y Salud",FRANCISCO JAVIER FERNANDEZ RIO
6,La Real Sociedad Española de Física premia la tesis doctoral de Clara Ramón Álvarez en la Universidad de Oviedo,https://portalinvestigacion.uniovi.es/investigadores/217085/detalle,FRANCISCO JAVIER CUEVAS MAESTRO,Física,Física de Altas Energías,FRANCISCO JAVIER CUEVAS MAESTRO
6,La Real Sociedad Española de Física premia la tesis doctoral de Clara Ramón Álvarez en la Universidad de Oviedo,https://portalinvestigacion.uniovi.es/investigadores/217637/detalle,SUSANA DEL CARMEN FERNANDEZ MENENDEZ,No especificado,,SUSANA DEL CARMEN FERNANDEZ MENENDEZ
6,La Real Sociedad Española de Física premia la tesis doctoral de Clara Ramón Álvarez en la Universidad de Oviedo,https://portalinvestigacion.uniovi.es/investigadores/217636/detalle,JAVIER FERNANDEZ MENENDEZ,Física,Física de Altas Energías,JAVIER FERNANDEZ MENENDEZ
6,La Real Sociedad Española de Física premia la tesis doctoral de Clara Ramón Álvarez en la Universidad de Oviedo,https://portalinvestigacion.uniovi.es/investigadores/216867/detalle,JOSE RAMON ALVAREZ SAIZ,Química Física y Analítica,"Nanopartículas, Membranas y Bioanálisis",JOSE RAMON ALVAREZ SAIZ
6,La Real Sociedad Española de Física premia la tesis doctoral de Clara Ramón Álvarez en la Universidad de Oviedo,https://portalinvestigacion.uniovi.es/investigadores/218878/detalle,JAVIER FERNANDEZ MATEOS,Bioquímica y Biología Molecular,"Genomas, Cáncer y Envejecimiento",JAVIER FERNANDEZ MATEOS
6,La Real Sociedad Española de Física premia la tesis doctoral de Clara Ramón Álvarez en la Universidad de Oviedo,https://portalinvestigacion.uniovi.es/investigadores/218865/detalle,JAVIER FERNANDEZ FERNANDEZ,,Biotecnología de Nutracéuticos y Compuestos Bioactivos,JAVIER FERNANDEZ FERNANDEZ
6,La Real Sociedad Española de Física premia la tesis doctoral de Clara Ramón Álvarez en la Universidad de Oviedo,https://portalinvestigacion.uniovi.es/investigadores/217049/detalle,FRANCISCO JAVIER FERNANDEZ GARCIA,No especificado,,FRANCISCO JAVIER FERNANDEZ GARCIA
8,Treinta estudiantes de la Universidad de Oviedo completan  su formación en EDP,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,Derecho Público,Derechos Fundamentales y Constitución,IGNACIO VILLAVERDE MENENDEZ
8,Treinta estudiantes de la Universidad de Oviedo completan  su formación en EDP,https://portalinvestigacion.uniovi.es/investigadores/216850/detalle,CESAR ANTONIO ALVAREZ MARCOS,,Investigación en Oncología de Cabeza y Cuello,CESAR ANTONIO ALVAREZ MARCOS
8,Treinta estudiantes de la Universidad de Oviedo completan  su formación en EDP,https://portalinvestigacion.uniovi.es/investigadores/217944/detalle,SANTIAGO MARTIN GONZALEZ,No especificado,,SANTIAGO MARTIN GONZALEZ
9,La Universidad de Oviedo muestra sus buenas prácticas en internacionalización en unas jornadas de CRUE,https://portalinvestigacion.uniovi.es/investigadores/217437/detalle,PAULINO JOSE GARCIA NIETO,Construcción e Ingeniería de Fabricación,"Grupo de Investigación en Construcción Sostenible, Simulación y Ensayo",PAULINO JOSE GARCIA NIETO
9,La Universidad de Oviedo muestra sus buenas prácticas en internacionalización en unas jornadas de CRUE,https://portalinvestigacion.uniovi.es/investigadores/217416/detalle,JUAN JOSE GARCIA GONZALEZ,Filología Clásica y Románica,Grupo de Investigación en Estudios Clásicos,JUAN JOSE GARCIA GONZALEZ
9,La Universidad de Oviedo muestra sus buenas prácticas en internacionalización en unas jornadas de CRUE,https://portalinvestigacion.uniovi.es/investigadores/217577/detalle,JOSE GARCIA FANJUL,Informática,Grupo de Investigación en Ingeniería del Software,JOSE GARCIA FANJUL
9,La Universidad de Oviedo muestra sus buenas prácticas en internacionalización en unas jornadas de CRUE,https://portalinvestigacion.uniovi.es/investigadores/218790/detalle,JOSE GARCIA GARCIA,Estadística e Investigación Operativa y Didáctica de la Matemática,Estadística con Elementos Imprecisos Aleatorios & comparación de Distribuciones entre Elementos Aleatorios,JOSE GARCIA GARCIA
9,La Universidad de Oviedo muestra sus buenas prácticas en internacionalización en unas jornadas de CRUE,https://portalinvestigacion.uniovi.es/investigadores/217580/detalle,JOSE GARCIA FERNANDEZ,Filología Clásica y Románica,Voces Femeninas en la Literatura y la Cultura Europeas,JOSE GARCIA FERNANDEZ
9,La Universidad de Oviedo muestra sus buenas prácticas en internacionalización en unas jornadas de CRUE,https://portalinvestigacion.uniovi.es/investigadores/217678/detalle,ANA CRISTINA LAHUERTA MARTINEZ,"Filología Inglesa, Francesa y Alemana",Grupo de Investigación en Multilingüismo: Estudios en Contextos Especializados y Académicos,ANA CRISTINA LAHUERTA MARTINEZ
9,La Universidad de Oviedo muestra sus buenas prácticas en internacionalización en unas jornadas de CRUE,https://portalinvestigacion.uniovi.es/investigadores/217454/detalle,MARIA JOSE GARCIA SALGADO,Ciencias Jurídicas Básicas,Grupo de Investigación de Filosofía y Argumentación Jurídica,MARIA JOSE GARCIA SALGADO
9,La Universidad de Oviedo muestra sus buenas prácticas en internacionalización en unas jornadas de CRUE,https://portalinvestigacion.uniovi.es/investigadores/219153/detalle,JOSE LUIS GARCIA SUAREZ,,Centro de Cooperación y Desarrollo Territorial de la Universidad de Oviedo,JOSE LUIS GARCIA SUAREZ
9,La Universidad de Oviedo muestra sus buenas prácticas en internacionalización en unas jornadas de CRUE,https://portalinvestigacion.uniovi.es/investigadores/2355660/detalle,JOSE MANUEL GARCIA MONTES,Psicología,Ciencia y Divulgación en Prevención y Salud Mental,JOSE MANUEL GARCIA MONTES
9,La Universidad de Oviedo muestra sus buenas prácticas en internacionalización en unas jornadas de CRUE,https://portalinvestigacion.uniovi.es/investigadores/217546/detalle,JOSE IGNACIO GARCIA ALONSO,Química Física y Analítica,Isótopos Estables Enriquecidos,JOSE IGNACIO GARCIA ALONSO
10,La Comisión Europea asegura la financiación para la alianza INGENIUM hasta 2028,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,Derecho Público,Derechos Fundamentales y Constitución,IGNACIO VILLAVERDE MENENDEZ
12,El primer estudio de la Cátedra Universitaria de Demografía revela que la pérdida de población es la segunda preocupación de los asturianos solo por detrás de la vivienda,https://portalinvestigacion.uniovi.es/investigadores/218648/detalle,OSCAR RODRIGUEZ PRIETO,Informática,Computational Reflection Research Group,OSCAR RODRIGUEZ PRIETO
12,El primer estudio de la Cátedra Universitaria de Demografía revela que la pérdida de población es la segunda preocupación de los asturianos solo por detrás de la vivienda,https://portalinvestigacion.uniovi.es/investigadores/217221/detalle,VERONICA CAÑAL FERNANDEZ,Economía Cuantitativa,Grupo de Decisión Multicriterio Universidad de Oviedo,VERONICA CAÑAL FERNANDEZ
14,La Universidad de Oviedo reconoce la trayectoria de los catedráticos José Antonio Cecchini y Miguel del Valle,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,Derecho Público,Derechos Fundamentales y Constitución,IGNACIO VILLAVERDE MENENDEZ
14,La Universidad de Oviedo reconoce la trayectoria de los catedráticos José Antonio Cecchini y Miguel del Valle,https://portalinvestigacion.uniovi.es/investigadores/219959/detalle,JAVIER FERNANDEZ GONZALEZ,,Materials-pro,JAVIER FERNANDEZ GONZALEZ
14,La Universidad de Oviedo reconoce la trayectoria de los catedráticos José Antonio Cecchini y Miguel del Valle,https://portalinvestigacion.uniovi.es/investigadores/217049/detalle,FRANCISCO JAVIER FERNANDEZ GARCIA,No especificado,,FRANCISCO JAVIER FERNANDEZ GARCIA
14,La Universidad de Oviedo reconoce la trayectoria de los catedráticos José Antonio Cecchini y Miguel del Valle,https://portalinvestigacion.uniovi.es/investigadores/218879/detalle,LUIS JAVIER FERNANDEZ MENENDEZ,Física,"Grupo de Espectroscopia, Láseres y Plasmas",LUIS JAVIER FERNANDEZ MENENDEZ
14,La Universidad de Oviedo reconoce la trayectoria de los catedráticos José Antonio Cecchini y Miguel del Valle,https://portalinvestigacion.uniovi.es/investigadores/219035/detalle,JAVIER FERNANDEZ REYNES,Química Orgánica e Inorgánica,Química de Moléculas y Macromoléculas Inorgánicas,JAVIER FERNANDEZ REYNES
14,La Universidad de Oviedo reconoce la trayectoria de los catedráticos José Antonio Cecchini y Miguel del Valle,https://portalinvestigacion.uniovi.es/investigadores/218896/detalle,MIGUEL ENRIQUE DEL VALLE SOTO,Biología Funcional,"Grupo de Investigación en Rendimiento, Readaptación Físico-deportiva, Entrenamiento y Salud",MIGUEL ENRIQUE DEL VALLE SOTO
14,La Universidad de Oviedo reconoce la trayectoria de los catedráticos José Antonio Cecchini y Miguel del Valle,https://portalinvestigacion.uniovi.es/investigadores/217503/detalle,FRANCISCO JAVIER FERNANDEZ RIO,Ciencias de la Educación,"Educación, Actividad Física, Deporte y Salud",FRANCISCO JAVIER FERNANDEZ RIO
14,La Universidad de Oviedo reconoce la trayectoria de los catedráticos José Antonio Cecchini y Miguel del Valle,https://portalinvestigacion.uniovi.es/investigadores/217636/detalle,JAVIER FERNANDEZ MENENDEZ,Física,Física de Altas Energías,JAVIER FERNANDEZ MENENDEZ
14,La Universidad de Oviedo reconoce la trayectoria de los catedráticos José Antonio Cecchini y Miguel del Valle,https://portalinvestigacion.uniovi.es/investigadores/218865/detalle,JAVIER FERNANDEZ FERNANDEZ,,Biotecnología de Nutracéuticos y Compuestos Bioactivos,JAVIER FERNANDEZ FERNANDEZ
14,La Universidad de Oviedo reconoce la trayectoria de los catedráticos José Antonio Cecchini y Miguel del Valle,https://portalinvestigacion.uniovi.es/investigadores/218878/detalle,JAVIER FERNANDEZ MATEOS,Bioquímica y Biología Molecular,"Genomas, Cáncer y Envejecimiento",JAVIER FERNANDEZ MATEOS
14,La Universidad de Oviedo reconoce la trayectoria de los catedráticos José Antonio Cecchini y Miguel del Valle,https://portalinvestigacion.uniovi.es/investigadores/216978/detalle,JOSE ANTONIO CECCHINI ESTRADA,Ciencias de la Educación,"Educación, Actividad Física, Deporte y Salud",JOSE ANTONIO CECCHINI ESTRADA
14,La Universidad de Oviedo reconoce la trayectoria de los catedráticos José Antonio Cecchini y Miguel del Valle,https://portalinvestigacion.uniovi.es/investigadores/218643/detalle,CELESTINO RODRIGUEZ PEREZ,Psicología,"Grupo de Aprendizaje Escolar, Dificultades y Rendimiento Académico",CELESTINO RODRIGUEZ PEREZ
16,La Universidad de Oviedo reúne a especialistas internacionales para analizar el impacto de la inteligencia artificial en la enseñanza de lenguas,https://portalinvestigacion.uniovi.es/investigadores/217029/detalle,ALBERTO FERNANDEZ COSTALES,Ciencias de la Educación,"Didáctica de las Lenguas, Interculturalidad y Multilingüismo en Educación",ALBERTO FERNANDEZ COSTALES
16,La Universidad de Oviedo reúne a especialistas internacionales para analizar el impacto de la inteligencia artificial en la enseñanza de lenguas,https://portalinvestigacion.uniovi.es/investigadores/217016/detalle,ALBERTO MANUEL FERNANDEZ ALVAREZ,Informática,Computational Reflection Research Group,ALBERTO MANUEL FERNANDEZ ALVAREZ
16,La Universidad de Oviedo reúne a especialistas internacionales para analizar el impacto de la inteligencia artificial en la enseñanza de lenguas,https://portalinvestigacion.uniovi.es/investigadores/218643/detalle,CELESTINO RODRIGUEZ PEREZ,Psicología,"Grupo de Aprendizaje Escolar, Dificultades y Rendimiento Académico",CELESTINO RODRIGUEZ PEREZ
17,La Universidad de Oviedo identifica especies nativas para restaurar espacios urbanos degradados,https://portalinvestigacion.uniovi.es/investigadores/217064/detalle,PAULA FERNANDEZ GONZALEZ,Economía Aplicada,Modelización Econométrica y Predicción,PAULA FERNANDEZ GONZALEZ
17,La Universidad de Oviedo identifica especies nativas para restaurar espacios urbanos degradados,https://portalinvestigacion.uniovi.es/investigadores/217051/detalle,MARIA PAULA FERNANDEZ GARCIA,Psicología,Evaluación Psicométrica y Diseño de Investigación,MARIA PAULA FERNANDEZ GARCIA
17,La Universidad de Oviedo identifica especies nativas para restaurar espacios urbanos degradados,https://portalinvestigacion.uniovi.es/investigadores/2370717/detalle,EDUARDO FERNANDEZ ALONSO,Energía,Grupo de Ingeniería Fluidodinámica,EDUARDO FERNANDEZ ALONSO
17,La Universidad de Oviedo identifica especies nativas para restaurar espacios urbanos degradados,https://portalinvestigacion.uniovi.es/investigadores/219672/detalle,Borja Jiménez-Alfaro,,"Biodiversidad, Evolución y Conservación",Borja Jiménez-Alfaro
18,"La Universidad de Oviedo desarrolla DubbiOvi, una plataforma abierta para la traducción audiovisual potenciada con inteligencia artificial",https://portalinvestigacion.uniovi.es/investigadores/218353/detalle,ALFONSO CARLOS RODRIGUEZ FERNANDEZ-PEÑA,"Filología Inglesa, Francesa y Alemana",Traducción y Análisis del Discurso,ALFONSO CARLOS RODRIGUEZ FERNANDEZ-PEÑA
18,"La Universidad de Oviedo desarrolla DubbiOvi, una plataforma abierta para la traducción audiovisual potenciada con inteligencia artificial",https://portalinvestigacion.uniovi.es/investigadores/220101/detalle,CARLOS RODRIGUEZ HOYOS,Ciencias de la Educación,Grupo de Investigación sobre Innovación Educativa con TIC en los Entornos Virtuales de Enseñanzas de Aprendizaje,CARLOS RODRIGUEZ HOYOS
18,"La Universidad de Oviedo desarrolla DubbiOvi, una plataforma abierta para la traducción audiovisual potenciada con inteligencia artificial",https://portalinvestigacion.uniovi.es/investigadores/1116407/detalle,CARLOS RODRIGUEZ LUCAS,Morfología y Biología Celular,Respuesta Celular al Estrés Oxidativo,CARLOS RODRIGUEZ LUCAS
19,El rector valora la “buena disposición” del presidente del Principado para avanzar en los principales retos de la Universidad de Oviedo,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,Derecho Público,Derechos Fundamentales y Constitución,IGNACIO VILLAVERDE MENENDEZ
20,Gijón reunirá a expertos internacionales en instrumentación electrónica y en gestión de la energía en el ámbito de la inteligencia artificial y el espacio durante el SAAEI 2026,https://portalinvestigacion.uniovi.es/investigadores/217426/detalle,PATRICIA GARCIA MAJADO,Derecho Público,Derechos Fundamentales y Constitución,PATRICIA GARCIA MAJADO
20,Gijón reunirá a expertos internacionales en instrumentación electrónica y en gestión de la energía en el ámbito de la inteligencia artificial y el espacio durante el SAAEI 2026,https://portalinvestigacion.uniovi.es/investigadores/217435/detalle,PABLO GARCIA MENENDEZ,Ciencias de la Educación,Grupo de Investigación sobre Innovación Educativa con TIC en los Entornos Virtuales de Enseñanzas de Aprendizaje,PABLO GARCIA MENENDEZ
20,Gijón reunirá a expertos internacionales en instrumentación electrónica y en gestión de la energía en el ámbito de la inteligencia artificial y el espacio durante el SAAEI 2026,https://portalinvestigacion.uniovi.es/investigadores/217584/detalle,PABLO GARCIA FERNANDEZ,"Ingeniería Eléctrica, Electrónica, de Comunicaciones y de Sistemas (DIEECS)",Laboratory for Electrical Energy Management Unified Research,PABLO GARCIA FERNANDEZ
20,Gijón reunirá a expertos internacionales en instrumentación electrónica y en gestión de la energía en el ámbito de la inteligencia artificial y el espacio durante el SAAEI 2026,https://portalinvestigacion.uniovi.es/investigadores/218344/detalle,MIGUEL ANGEL RODRIGUEZ DIAZ,,Biogeoquímica Ambiental y Materias Primas Minerales,MIGUEL ANGEL RODRIGUEZ DIAZ
20,Gijón reunirá a expertos internacionales en instrumentación electrónica y en gestión de la energía en el ámbito de la inteligencia artificial y el espacio durante el SAAEI 2026,https://portalinvestigacion.uniovi.es/investigadores/1010304/detalle,PABLO GARCIA MARCOS,"Ingeniería Eléctrica, Electrónica, de Comunicaciones y de Sistemas (DIEECS)","Modelado, Inspección, Diagnóstico y Automatización de Sistemas Industriales",PABLO GARCIA MARCOS
20,Gijón reunirá a expertos internacionales en instrumentación electrónica y en gestión de la energía en el ámbito de la inteligencia artificial y el espacio durante el SAAEI 2026,https://portalinvestigacion.uniovi.es/investigadores/217552/detalle,PABLO GARCIA ALVAREZ,Química Orgánica e Inorgánica,Química de Moléculas y Macromoléculas Inorgánicas,PABLO GARCIA ALVAREZ
20,Gijón reunirá a expertos internacionales en instrumentación electrónica y en gestión de la energía en el ámbito de la inteligencia artificial y el espacio durante el SAAEI 2026,https://portalinvestigacion.uniovi.es/investigadores/2044729/detalle,PATRICIA BARRIO FERNANDEZ,"Filología Inglesa, Francesa y Alemana",Humanidades Médicas y Medioambientales,PATRICIA BARRIO FERNANDEZ
20,Gijón reunirá a expertos internacionales en instrumentación electrónica y en gestión de la energía en el ámbito de la inteligencia artificial y el espacio durante el SAAEI 2026,https://portalinvestigacion.uniovi.es/investigadores/218983/detalle,PABLO BARRIO FERNANDEZ,Química Orgánica e Inorgánica,Síntesis Orgánica Selectiva,PABLO BARRIO FERNANDEZ
20,Gijón reunirá a expertos internacionales en instrumentación electrónica y en gestión de la energía en el ámbito de la inteligencia artificial y el espacio durante el SAAEI 2026,https://portalinvestigacion.uniovi.es/investigadores/1205486/detalle,JORGE GARCIA PIQUERAS,Morfología y Biología Celular,Sistema Nervioso Periférico y Órganos de los Sentidos,JORGE GARCIA PIQUERAS
20,Gijón reunirá a expertos internacionales en instrumentación electrónica y en gestión de la energía en el ámbito de la inteligencia artificial y el espacio durante el SAAEI 2026,https://portalinvestigacion.uniovi.es/investigadores/219300/detalle,MIGUEL RODRIGUEZ MONTEAVARO,Filología Española,Seminariu de Filoloxía Asturiana,MIGUEL RODRIGUEZ MONTEAVARO
20,Gijón reunirá a expertos internacionales en instrumentación electrónica y en gestión de la energía en el ámbito de la inteligencia artificial y el espacio durante el SAAEI 2026,https://portalinvestigacion.uniovi.es/investigadores/217463/detalle,PABLO GARCIA VALDES,Filología Clásica y Románica,Voces Femeninas en la Literatura y la Cultura Europeas,PABLO GARCIA VALDES
20,Gijón reunirá a expertos internacionales en instrumentación electrónica y en gestión de la energía en el ámbito de la inteligencia artificial y el espacio durante el SAAEI 2026,https://portalinvestigacion.uniovi.es/investigadores/1216810/detalle,PATRICIA GARCIA MARTINEZ,No especificado,,PATRICIA GARCIA MARTINEZ
20,Gijón reunirá a expertos internacionales en instrumentación electrónica y en gestión de la energía en el ámbito de la inteligencia artificial y el espacio durante el SAAEI 2026,https://portalinvestigacion.uniovi.es/investigadores/217449/detalle,JORGE GARCIA RODRIGUEZ,No especificado,,JORGE GARCIA RODRIGUEZ
20,Gijón reunirá a expertos internacionales en instrumentación electrónica y en gestión de la energía en el ámbito de la inteligencia artificial y el espacio durante el SAAEI 2026,https://portalinvestigacion.uniovi.es/investigadores/219148/detalle,JORGE GARCIA GARCIA,"Ingeniería Eléctrica, Electrónica, de Comunicaciones y de Sistemas (DIEECS)",Laboratory for Electrical Energy Management Unified Research,JORGE GARCIA GARCIA
21,La Universidad de Oviedo reúne a especialistas nacionales e internacionales para analizar el futuro de las carreteras históricas como patrimonio y recurso turístico,https://portalinvestigacion.uniovi.es/investigadores/1010245/detalle,MARINA BARGON GARCIA,Historia del Arte y Musicología,Escenarios para el Arte,MARINA BARGON GARCIA
21,La Universidad de Oviedo reúne a especialistas nacionales e internacionales para analizar el futuro de las carreteras históricas como patrimonio y recurso turístico,https://portalinvestigacion.uniovi.es/investigadores/1205486/detalle,JORGE GARCIA PIQUERAS,Morfología y Biología Celular,Sistema Nervioso Periférico y Órganos de los Sentidos,JORGE GARCIA PIQUERAS
21,La Universidad de Oviedo reúne a especialistas nacionales e internacionales para analizar el futuro de las carreteras históricas como patrimonio y recurso turístico,https://portalinvestigacion.uniovi.es/investigadores/219670/detalle,JESUS RUIZ FERNANDEZ,Geografía,Grupo de Estudios en Ambientes Fríos y de Montaña,JESUS RUIZ FERNANDEZ
21,La Universidad de Oviedo reúne a especialistas nacionales e internacionales para analizar el futuro de las carreteras históricas como patrimonio y recurso turístico,https://portalinvestigacion.uniovi.es/investigadores/218110/detalle,INES PEÑUELAS SANCHEZ,,"Simulación Numérica, Modelizacion, Caracterización Mecánica y Optimización Microestructural de Componentes Industriales",INES PEÑUELAS SANCHEZ
21,La Universidad de Oviedo reúne a especialistas nacionales e internacionales para analizar el futuro de las carreteras históricas como patrimonio y recurso turístico,https://portalinvestigacion.uniovi.es/investigadores/217449/detalle,JORGE GARCIA RODRIGUEZ,No especificado,,JORGE GARCIA RODRIGUEZ
21,La Universidad de Oviedo reúne a especialistas nacionales e internacionales para analizar el futuro de las carreteras históricas como patrimonio y recurso turístico,https://portalinvestigacion.uniovi.es/investigadores/219148/detalle,JORGE GARCIA GARCIA,"Ingeniería Eléctrica, Electrónica, de Comunicaciones y de Sistemas (DIEECS)",Laboratory for Electrical Energy Management Unified Research,JORGE GARCIA GARCIA
21,La Universidad de Oviedo reúne a especialistas nacionales e internacionales para analizar el futuro de las carreteras históricas como patrimonio y recurso turístico,https://portalinvestigacion.uniovi.es/investigadores/218311/detalle,PEDRO PLASENCIA LOZANO,No especificado,,PEDRO PLASENCIA LOZANO
22,La Universidad de Oviedo recibe este verano a 300 estudiantes en sus cursos intensivos de español para extranjeros,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,Derecho Público,Derechos Fundamentales y Constitución,IGNACIO VILLAVERDE MENENDEZ
