news_id,titulo,investigador_id,nombre,departamento,grupos,nombre_oficial
68,La Facultad de Formación del Profesorado y Educación de la Universidad de Oviedo reconoce a los mejores proyectos de innovación docente de Asturias,https://portalinvestigacion.uniovi.es/investigadores/218232/detalle,MARIA DE LA PAZ MENENDEZ SEBASTIAN,Derecho Privado y de la Empresa,Grupo de Investigación en Derecho Social de la Universidad de Oviedo,MARIA DE LA PAZ MENENDEZ SEBASTIAN
68,La Facultad de Formación del Profesorado y Educación de la Universidad de Oviedo reconoce a los mejores proyectos de innovación docente de Asturias,https://portalinvestigacion.uniovi.es/investigadores/216782/detalle,PEDRO ALVAREZ ALVAREZ,Biología de Organismos y Sistemas,Grupo de Investigación de Sistemas Forestales Atlánticos,PEDRO ALVAREZ ALVAREZ
68,La Facultad de Formación del Profesorado y Educación de la Universidad de Oviedo reconoce a los mejores proyectos de innovación docente de Asturias,https://portalinvestigacion.uniovi.es/investigadores/220302/detalle,JOSE MANUEL RODRIGUEZ ALVAREZ,Historia del Arte y Musicología,Texto e Imagen,JOSE MANUEL RODRIGUEZ ALVAREZ
68,La Facultad de Formación del Profesorado y Educación de la Universidad de Oviedo reconoce a los mejores proyectos de innovación docente de Asturias,https://portalinvestigacion.uniovi.es/investigadores/219313/detalle,MARLEN ALONSO CASTAÑO,Estadística e Investigación Operativa y Didáctica de la Matemática,Mathematics Education Research Group,MARLEN ALONSO CASTAÑO
68,La Facultad de Formación del Profesorado y Educación de la Universidad de Oviedo reconoce a los mejores proyectos de innovación docente de Asturias,https://portalinvestigacion.uniovi.es/investigadores/218461/detalle,MARIA JOSE SUAREZ-CABAL,Informática,Grupo de Investigación en Ingeniería del Software,MARIA JOSE SUAREZ-CABAL
68,La Facultad de Formación del Profesorado y Educación de la Universidad de Oviedo reconoce a los mejores proyectos de innovación docente de Asturias,https://portalinvestigacion.uniovi.es/investigadores/217322/detalle,MARIA MARGARITA FERNANDEZ MIER,Historia,Social Landscapes,MARIA MARGARITA FERNANDEZ MIER
69,La Universidad de Oviedo analiza los rasgos psicológicos y de personalidad en deportistas de ultrarresistencia,https://portalinvestigacion.uniovi.es/investigadores/2186294/detalle,ANGEL ANTONIO RODRIGUEZ MARTIN,Historia del Arte y Musicología,Escenarios para el Arte,ANGEL ANTONIO RODRIGUEZ MARTIN
69,La Universidad de Oviedo analiza los rasgos psicológicos y de personalidad en deportistas de ultrarresistencia,https://portalinvestigacion.uniovi.es/investigadores/218048/detalle,HUGO OLMEDILLAS FERNANDEZ,Biología Funcional,"Grupo de Investigación en Rendimiento, Readaptación Físico-deportiva, Entrenamiento y Salud",HUGO OLMEDILLAS FERNANDEZ
69,La Universidad de Oviedo analiza los rasgos psicológicos y de personalidad en deportistas de ultrarresistencia,https://portalinvestigacion.uniovi.es/investigadores/218344/detalle,MIGUEL ANGEL RODRIGUEZ DIAZ,,Biogeoquímica Ambiental y Materias Primas Minerales,MIGUEL ANGEL RODRIGUEZ DIAZ
70,La Cátedra de HUNOSA recibe un premio EnerAgen por su labor de divulgación sobre las energías renovables y la transición energética,https://portalinvestigacion.uniovi.es/investigadores/219317/detalle,TERESA DE JESUS ALONSO SANCHEZ,No especificado,,TERESA DE JESUS ALONSO SANCHEZ
70,La Cátedra de HUNOSA recibe un premio EnerAgen por su labor de divulgación sobre las energías renovables y la transición energética,https://portalinvestigacion.uniovi.es/investigadores/220120/detalle,MARIA TERESA ALONSO MORO,Sociología,"Género, Economía, Salud y Sociedad",MARIA TERESA ALONSO MORO
70,La Cátedra de HUNOSA recibe un premio EnerAgen por su labor de divulgación sobre las energías renovables y la transición energética,https://portalinvestigacion.uniovi.es/investigadores/216970/detalle,JUAN CARLOS CAMPO RODRIGUEZ,"Ingeniería Eléctrica, Electrónica, de Comunicaciones y de Sistemas (DIEECS)","Sistemas de Medidas, Almacenamiento Energético y Aplicaciones Industriales",JUAN CARLOS CAMPO RODRIGUEZ
70,La Cátedra de HUNOSA recibe un premio EnerAgen por su labor de divulgación sobre las energías renovables y la transición energética,https://portalinvestigacion.uniovi.es/investigadores/1380612/detalle,FRAN CALVO GARCIA,Psicología,Ciencia y Divulgación en Prevención y Salud Mental,FRAN CALVO GARCIA
71,El Consejo de Gobierno da luz verde al Plan de Ordenación Docente para el próximo curso académico,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,Derecho Público,Derechos Fundamentales y Constitución,IGNACIO VILLAVERDE MENENDEZ
71,El Consejo de Gobierno da luz verde al Plan de Ordenación Docente para el próximo curso académico,https://portalinvestigacion.uniovi.es/investigadores/217811/detalle,SUSANA LUQUE RODRIGUEZ,Química Física y Analítica,"Nanopartículas, Membranas y Bioanálisis",SUSANA LUQUE RODRIGUEZ
71,El Consejo de Gobierno da luz verde al Plan de Ordenación Docente para el próximo curso académico,https://portalinvestigacion.uniovi.es/investigadores/1010273/detalle,IRENE DIAZ MARTINEZ,Historia,Grupo de Investigación en Historia Sociocultural,IRENE DIAZ MARTINEZ
71,El Consejo de Gobierno da luz verde al Plan de Ordenación Docente para el próximo curso académico,https://portalinvestigacion.uniovi.es/investigadores/1116425/detalle,SERGIO MENENDEZ FEITO,"Ingeniería Eléctrica, Electrónica, de Comunicaciones y de Sistemas (DIEECS)",Teoría de la Señal y Comunicaciones,SERGIO MENENDEZ FEITO
71,El Consejo de Gobierno da luz verde al Plan de Ordenación Docente para el próximo curso académico,https://portalinvestigacion.uniovi.es/investigadores/216944/detalle,ANA ISABEL ALVAREZ GONZALEZ,Psicología,"Grupo de Aprendizaje Escolar, Dificultades y Rendimiento Académico",ANA ISABEL ALVAREZ GONZALEZ
71,El Consejo de Gobierno da luz verde al Plan de Ordenación Docente para el próximo curso académico,https://portalinvestigacion.uniovi.es/investigadores/216945/detalle,LUIS IGNACIO ALVAREZ GONZALEZ,Administración de Empresas,Smart Marketing Advances in Research and Theory,LUIS IGNACIO ALVAREZ GONZALEZ
71,El Consejo de Gobierno da luz verde al Plan de Ordenación Docente para el próximo curso académico,https://portalinvestigacion.uniovi.es/investigadores/217124/detalle,SUSANA IRENE DIAZ RODRIGUEZ,Estadística e Investigación Operativa y Didáctica de la Matemática,Modelización de la Incertidumbre y la Imprecisión en Teoría de la Decisión,SUSANA IRENE DIAZ RODRIGUEZ
71,El Consejo de Gobierno da luz verde al Plan de Ordenación Docente para el próximo curso académico,https://portalinvestigacion.uniovi.es/investigadores/217169/detalle,ANGEL ESPINIELLA MENENDEZ,Derecho Privado y de la Empresa,Grupo de Derecho Internacional Privado de la Universidad de Oviedo,ANGEL ESPINIELLA MENENDEZ
71,El Consejo de Gobierno da luz verde al Plan de Ordenación Docente para el próximo curso académico,https://portalinvestigacion.uniovi.es/investigadores/218955/detalle,BARBARA ALVAREZ GONZALEZ,Física,Física de Altas Energías,BARBARA ALVAREZ GONZALEZ
71,El Consejo de Gobierno da luz verde al Plan de Ordenación Docente para el próximo curso académico,https://portalinvestigacion.uniovi.es/investigadores/218412/detalle,JESUS DANIEL SANTOS RODRIGUEZ,Explotación y Prospección de Minas,Grupo de Modelización Matemática Aplicada,JESUS DANIEL SANTOS RODRIGUEZ
71,El Consejo de Gobierno da luz verde al Plan de Ordenación Docente para el próximo curso académico,https://portalinvestigacion.uniovi.es/investigadores/216870/detalle,MARIA ISABEL ALVAREZ VEGA,Derecho Privado y de la Empresa,Nuevo Derecho del Consumidor,MARIA ISABEL ALVAREZ VEGA
71,El Consejo de Gobierno da luz verde al Plan de Ordenación Docente para el próximo curso académico,https://portalinvestigacion.uniovi.es/investigadores/1095855/detalle,ENOL ALVAREZ GONZALEZ,Química Física y Analítica,Espectrometría de Masas y Análisis Biomédico,ENOL ALVAREZ GONZALEZ
71,El Consejo de Gobierno da luz verde al Plan de Ordenación Docente para el próximo curso académico,https://portalinvestigacion.uniovi.es/investigadores/216770/detalle,PEDRO ALONSO VELAZQUEZ,Estadística e Investigación Operativa y Didáctica de la Matemática,Modelización de la Incertidumbre y la Imprecisión en Teoría de la Decisión,PEDRO ALONSO VELAZQUEZ
72,"Claudia Cuesta González, del Colegio Internacional Meres, obtiene el primer premio de la XIX Olimpiada de Economía",https://portalinvestigacion.uniovi.es/investigadores/219972/detalle,SARA PRIETO GARCIA CAÑEDO,"Filología Inglesa, Francesa y Alemana","Literatura, Identidad y Traducción Cultural",SARA PRIETO GARCIA CAÑEDO
72,"Claudia Cuesta González, del Colegio Internacional Meres, obtiene el primer premio de la XIX Olimpiada de Economía",https://portalinvestigacion.uniovi.es/investigadores/1301797/detalle,JULIA GARCIA PRIETO,Física,Grupo de Nanociencia,JULIA GARCIA PRIETO
72,"Claudia Cuesta González, del Colegio Internacional Meres, obtiene el primer premio de la XIX Olimpiada de Economía",https://portalinvestigacion.uniovi.es/investigadores/1931679/detalle,MARIA DEL MAR GARCIA SUAREZ,Física,Magnetism for Health and Environment,MARIA DEL MAR GARCIA SUAREZ
72,"Claudia Cuesta González, del Colegio Internacional Meres, obtiene el primer premio de la XIX Olimpiada de Economía",https://portalinvestigacion.uniovi.es/investigadores/220164/detalle,ELENA GERVILLA GARCIA,Psicología,Grupo de Conductas Adictivas,ELENA GERVILLA GARCIA
72,"Claudia Cuesta González, del Colegio Internacional Meres, obtiene el primer premio de la XIX Olimpiada de Economía",https://portalinvestigacion.uniovi.es/investigadores/219659/detalle,ANA SUAREZ SANCHEZ,Explotación y Prospección de Minas,Grupo de Modelización Matemática Aplicada,ANA SUAREZ SANCHEZ
72,"Claudia Cuesta González, del Colegio Internacional Meres, obtiene el primer premio de la XIX Olimpiada de Economía",https://portalinvestigacion.uniovi.es/investigadores/217076/detalle,EDUARDO CUESTA GONZALEZ,Construcción e Ingeniería de Fabricación,Engineering for Precision Manufacturing,EDUARDO CUESTA GONZALEZ
72,"Claudia Cuesta González, del Colegio Internacional Meres, obtiene el primer premio de la XIX Olimpiada de Economía",https://portalinvestigacion.uniovi.es/investigadores/218602/detalle,ANA SUAREZ VAZQUEZ,Administración de Empresas,Smart Marketing Advances in Research and Theory,ANA SUAREZ VAZQUEZ
72,"Claudia Cuesta González, del Colegio Internacional Meres, obtiene el primer premio de la XIX Olimpiada de Economía",https://portalinvestigacion.uniovi.es/investigadores/217454/detalle,MARIA JOSE GARCIA SALGADO,Ciencias Jurídicas Básicas,Grupo de Investigación de Filosofía y Argumentación Jurídica,MARIA JOSE GARCIA SALGADO
72,"Claudia Cuesta González, del Colegio Internacional Meres, obtiene el primer premio de la XIX Olimpiada de Economía",https://portalinvestigacion.uniovi.es/investigadores/217467/detalle,ELENA GARCIA VEGA,Psicología,Programa de Prevención de Psicosis,ELENA GARCIA VEGA
72,"Claudia Cuesta González, del Colegio Internacional Meres, obtiene el primer premio de la XIX Olimpiada de Economía",https://portalinvestigacion.uniovi.es/investigadores/218457/detalle,ANA SUAREZ ALVAREZ,Economía Aplicada,Modelización Econométrica y Predicción,ANA SUAREZ ALVAREZ
72,"Claudia Cuesta González, del Colegio Internacional Meres, obtiene el primer premio de la XIX Olimpiada de Economía",https://portalinvestigacion.uniovi.es/investigadores/218465/detalle,ANA MARIA SUAREZ DIAZ,Biología Funcional,Investigación Básica y Traslacional en Enfermedades Inflamatorias,ANA MARIA SUAREZ DIAZ
73,El uso de la inteligencia artificial generativa centra las II Jornadas de Innovación Educativa del Grupo 9 de Universidades (G-9),https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,Derecho Público,Derechos Fundamentales y Constitución,IGNACIO VILLAVERDE MENENDEZ
73,El uso de la inteligencia artificial generativa centra las II Jornadas de Innovación Educativa del Grupo 9 de Universidades (G-9),https://portalinvestigacion.uniovi.es/investigadores/217928/detalle,JUAN MANUEL MARCHANTE GAYON,Química Física y Analítica,Isótopos Estables Enriquecidos,JUAN MANUEL MARCHANTE GAYON
73,El uso de la inteligencia artificial generativa centra las II Jornadas de Innovación Educativa del Grupo 9 de Universidades (G-9),https://portalinvestigacion.uniovi.es/investigadores/218543/detalle,ANTONIO URBANO CONTRERAS,Ciencias de la Educación,"Grupo de Investigación sobre Intervención Educativa en el Ámbito Familiar, Escolar y Social",ANTONIO URBANO CONTRERAS
73,El uso de la inteligencia artificial generativa centra las II Jornadas de Innovación Educativa del Grupo 9 de Universidades (G-9),https://portalinvestigacion.uniovi.es/investigadores/217573/detalle,VERONICA GARCIA DIAZ,Ciencias de la Educación,"Grupo de Investigación sobre Intervención Educativa en el Ámbito Familiar, Escolar y Social",VERONICA GARCIA DIAZ
73,El uso de la inteligencia artificial generativa centra las II Jornadas de Innovación Educativa del Grupo 9 de Universidades (G-9),https://portalinvestigacion.uniovi.es/investigadores/219256/detalle,ALVARO POSTIGO GUTIERREZ,Psicología,Evaluación Psicométrica y Diseño de Investigación,ALVARO POSTIGO GUTIERREZ
74,La Universidad de Oviedo y el Ayuntamiento de Avilés celebran el 20 aniversario del Centro de Servicios,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,Derecho Público,Derechos Fundamentales y Constitución,IGNACIO VILLAVERDE MENENDEZ
74,La Universidad de Oviedo y el Ayuntamiento de Avilés celebran el 20 aniversario del Centro de Servicios,https://portalinvestigacion.uniovi.es/investigadores/2497783/detalle,JUAN ANTONIO DE ABOL BRASON VAZQUEZ DE PRADA,Explotación y Prospección de Minas,Grupo de Modelización Matemática Aplicada,JUAN ANTONIO DE ABOL BRASON VAZQUEZ DE PRADA
74,La Universidad de Oviedo y el Ayuntamiento de Avilés celebran el 20 aniversario del Centro de Servicios,https://portalinvestigacion.uniovi.es/investigadores/217419/detalle,SANTIAGO GARCIA GRANDA,Ciencias de la Educación,"Síntesis, Estructura y Aplicación Tecnológica de Materiales",SANTIAGO GARCIA GRANDA
74,La Universidad de Oviedo y el Ayuntamiento de Avilés celebran el 20 aniversario del Centro de Servicios,https://portalinvestigacion.uniovi.es/investigadores/2355660/detalle,JOSE MANUEL GARCIA MONTES,Psicología,Ciencia y Divulgación en Prevención y Salud Mental,JOSE MANUEL GARCIA MONTES
74,La Universidad de Oviedo y el Ayuntamiento de Avilés celebran el 20 aniversario del Centro de Servicios,https://portalinvestigacion.uniovi.es/investigadores/217800/detalle,YOLANDA LOZANO GOMEZ,Física,Física de Altas Energías,YOLANDA LOZANO GOMEZ
74,La Universidad de Oviedo y el Ayuntamiento de Avilés celebran el 20 aniversario del Centro de Servicios,https://portalinvestigacion.uniovi.es/investigadores/217958/detalle,MARIA DEL ROSARIO GONZALEZ ARIAS,Sociología,"Género, Economía, Salud y Sociedad",MARIA DEL ROSARIO GONZALEZ ARIAS
74,La Universidad de Oviedo y el Ayuntamiento de Avilés celebran el 20 aniversario del Centro de Servicios,https://portalinvestigacion.uniovi.es/investigadores/218790/detalle,JOSE GARCIA GARCIA,Estadística e Investigación Operativa y Didáctica de la Matemática,Estadística con Elementos Imprecisos Aleatorios & comparación de Distribuciones entre Elementos Aleatorios,JOSE GARCIA GARCIA
74,La Universidad de Oviedo y el Ayuntamiento de Avilés celebran el 20 aniversario del Centro de Servicios,https://portalinvestigacion.uniovi.es/investigadores/217123/detalle,ELENA DIAZ RODRIGUEZ,Biología Funcional,Investigación en Fisiopatología del Envejecimiento y la Fertilidad Femeninas,ELENA DIAZ RODRIGUEZ
74,La Universidad de Oviedo y el Ayuntamiento de Avilés celebran el 20 aniversario del Centro de Servicios,https://portalinvestigacion.uniovi.es/investigadores/217502/detalle,LUZ MAR GONZALEZ ARIAS,"Filología Inglesa, Francesa y Alemana",Humanidades Médicas y Medioambientales,LUZ MAR GONZALEZ ARIAS
74,La Universidad de Oviedo y el Ayuntamiento de Avilés celebran el 20 aniversario del Centro de Servicios,https://portalinvestigacion.uniovi.es/investigadores/218363/detalle,FERMIN RODRIGUEZ GUTIERREZ,,Centro de Cooperación y Desarrollo Territorial de la Universidad de Oviedo,FERMIN RODRIGUEZ GUTIERREZ
74,La Universidad de Oviedo y el Ayuntamiento de Avilés celebran el 20 aniversario del Centro de Servicios,https://portalinvestigacion.uniovi.es/investigadores/218069/detalle,MARIA DOLORES PALACIOS GONZALEZ,Derecho Privado y de la Empresa,Modernización del Derecho de Familia,MARIA DOLORES PALACIOS GONZALEZ
74,La Universidad de Oviedo y el Ayuntamiento de Avilés celebran el 20 aniversario del Centro de Servicios,https://portalinvestigacion.uniovi.es/investigadores/217416/detalle,JUAN JOSE GARCIA GONZALEZ,Filología Clásica y Románica,Grupo de Investigación en Estudios Clásicos,JUAN JOSE GARCIA GONZALEZ
74,La Universidad de Oviedo y el Ayuntamiento de Avilés celebran el 20 aniversario del Centro de Servicios,https://portalinvestigacion.uniovi.es/investigadores/217454/detalle,MARIA JOSE GARCIA SALGADO,Ciencias Jurídicas Básicas,Grupo de Investigación de Filosofía y Argumentación Jurídica,MARIA JOSE GARCIA SALGADO
74,La Universidad de Oviedo y el Ayuntamiento de Avilés celebran el 20 aniversario del Centro de Servicios,https://portalinvestigacion.uniovi.es/investigadores/217888/detalle,RODOLFO GUTIERREZ PALACIOS,Sociología,Promoviendo el Empleo y el Bienestar en Europa,RODOLFO GUTIERREZ PALACIOS
74,La Universidad de Oviedo y el Ayuntamiento de Avilés celebran el 20 aniversario del Centro de Servicios,https://portalinvestigacion.uniovi.es/investigadores/219153/detalle,JOSE LUIS GARCIA SUAREZ,,Centro de Cooperación y Desarrollo Territorial de la Universidad de Oviedo,JOSE LUIS GARCIA SUAREZ
74,La Universidad de Oviedo y el Ayuntamiento de Avilés celebran el 20 aniversario del Centro de Servicios,https://portalinvestigacion.uniovi.es/investigadores/217437/detalle,PAULINO JOSE GARCIA NIETO,Construcción e Ingeniería de Fabricación,"Grupo de Investigación en Construcción Sostenible, Simulación y Ensayo",PAULINO JOSE GARCIA NIETO
74,La Universidad de Oviedo y el Ayuntamiento de Avilés celebran el 20 aniversario del Centro de Servicios,https://portalinvestigacion.uniovi.es/investigadores/217577/detalle,JOSE GARCIA FANJUL,Informática,Grupo de Investigación en Ingeniería del Software,JOSE GARCIA FANJUL
74,La Universidad de Oviedo y el Ayuntamiento de Avilés celebran el 20 aniversario del Centro de Servicios,https://portalinvestigacion.uniovi.es/investigadores/217342/detalle,MARIA DEL MAR GONZALEZ CHACON,"Filología Inglesa, Francesa y Alemana","Literatura, Identidad y Traducción Cultural",MARIA DEL MAR GONZALEZ CHACON
74,La Universidad de Oviedo y el Ayuntamiento de Avilés celebran el 20 aniversario del Centro de Servicios,https://portalinvestigacion.uniovi.es/investigadores/216765/detalle,MARIA ROSARIO ALONSO IBAÑEZ,Derecho Público,Grupo de Estudios Jurídico-sociales sobre Territorio y Desarrollo Urbano Sostenible,MARIA ROSARIO ALONSO IBAÑEZ
74,La Universidad de Oviedo y el Ayuntamiento de Avilés celebran el 20 aniversario del Centro de Servicios,https://portalinvestigacion.uniovi.es/investigadores/217580/detalle,JOSE GARCIA FERNANDEZ,Filología Clásica y Románica,Voces Femeninas en la Literatura y la Cultura Europeas,JOSE GARCIA FERNANDEZ
74,La Universidad de Oviedo y el Ayuntamiento de Avilés celebran el 20 aniversario del Centro de Servicios,https://portalinvestigacion.uniovi.es/investigadores/218461/detalle,MARIA JOSE SUAREZ-CABAL,Informática,Grupo de Investigación en Ingeniería del Software,MARIA JOSE SUAREZ-CABAL
74,La Universidad de Oviedo y el Ayuntamiento de Avilés celebran el 20 aniversario del Centro de Servicios,https://portalinvestigacion.uniovi.es/investigadores/217949/detalle,RUBEN MARTIN PAYO,Medicina,"Entorno, Conductas y Salud",RUBEN MARTIN PAYO
74,La Universidad de Oviedo y el Ayuntamiento de Avilés celebran el 20 aniversario del Centro de Servicios,https://portalinvestigacion.uniovi.es/investigadores/217546/detalle,JOSE IGNACIO GARCIA ALONSO,Química Física y Analítica,Isótopos Estables Enriquecidos,JOSE IGNACIO GARCIA ALONSO
75,La Universidad de Oviedo y HUNOSA refuerzan su colaboración para impulsar la investigación y la formación en procesamiento de minerales,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,Derecho Público,Derechos Fundamentales y Constitución,IGNACIO VILLAVERDE MENENDEZ
76,La Universidad de Oviedo y Universal Plastic firman un convenio para impulsar la innovación tecnológica aplicada a los océanos,https://portalinvestigacion.uniovi.es/investigadores/217449/detalle,JORGE GARCIA RODRIGUEZ,No especificado,,JORGE GARCIA RODRIGUEZ
76,La Universidad de Oviedo y Universal Plastic firman un convenio para impulsar la innovación tecnológica aplicada a los océanos,https://portalinvestigacion.uniovi.es/investigadores/1205486/detalle,JORGE GARCIA PIQUERAS,Morfología y Biología Celular,Sistema Nervioso Periférico y Órganos de los Sentidos,JORGE GARCIA PIQUERAS
76,La Universidad de Oviedo y Universal Plastic firman un convenio para impulsar la innovación tecnológica aplicada a los océanos,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,Derecho Público,Derechos Fundamentales y Constitución,IGNACIO VILLAVERDE MENENDEZ
76,La Universidad de Oviedo y Universal Plastic firman un convenio para impulsar la innovación tecnológica aplicada a los océanos,https://portalinvestigacion.uniovi.es/investigadores/219148/detalle,JORGE GARCIA GARCIA,"Ingeniería Eléctrica, Electrónica, de Comunicaciones y de Sistemas (DIEECS)",Laboratory for Electrical Energy Management Unified Research,JORGE GARCIA GARCIA
77,La banda metal Midriasis se impone en la final del VII Certamen Musical de la Universidad de Oviedo,https://portalinvestigacion.uniovi.es/investigadores/217753/detalle,LAUDINO LOPEZ ALVAREZ,Psicología,Intervención en Psicología Clínica y de la Salud,LAUDINO LOPEZ ALVAREZ
77,La banda metal Midriasis se impone en la final del VII Certamen Musical de la Universidad de Oviedo,https://portalinvestigacion.uniovi.es/investigadores/218786/detalle,MARIA GARCIA FERNANDEZ,"Ingeniería Eléctrica, Electrónica, de Comunicaciones y de Sistemas (DIEECS)",Teoría de la Señal y Comunicaciones,MARIA GARCIA FERNANDEZ
77,La banda metal Midriasis se impone en la final del VII Certamen Musical de la Universidad de Oviedo,https://portalinvestigacion.uniovi.es/investigadores/217409/detalle,MARIA SERAFINA GARCIA GARCIA,Filología Española,Lingüística Funcional del Español,MARIA SERAFINA GARCIA GARCIA
77,La banda metal Midriasis se impone en la final del VII Certamen Musical de la Universidad de Oviedo,https://portalinvestigacion.uniovi.es/investigadores/1095900/detalle,MARIA ISABEL GARCIA PEREZ,Filología Clásica y Románica,Voces Femeninas en la Literatura y la Cultura Europeas,MARIA ISABEL GARCIA PEREZ
77,La banda metal Midriasis se impone en la final del VII Certamen Musical de la Universidad de Oviedo,https://portalinvestigacion.uniovi.es/investigadores/217547/detalle,MARIA LORENA GARCIA ALONSO,Economía Aplicada,Laboratorio de Análisis Económico Regional,MARIA LORENA GARCIA ALONSO
77,La banda metal Midriasis se impone en la final del VII Certamen Musical de la Universidad de Oviedo,https://portalinvestigacion.uniovi.es/investigadores/217444/detalle,MARIA ANTONIA GARCIA PRIETO,Construcción e Ingeniería de Fabricación,Integridad Estructural: Materiales y Estructuras,MARIA ANTONIA GARCIA PRIETO
77,La banda metal Midriasis se impone en la final del VII Certamen Musical de la Universidad de Oviedo,https://portalinvestigacion.uniovi.es/investigadores/218679/detalle,ALVARO RUBIO ORDOÑEZ,Geología,Geofísica y Tectónica,ALVARO RUBIO ORDOÑEZ
77,La banda metal Midriasis se impone en la final del VII Certamen Musical de la Universidad de Oviedo,https://portalinvestigacion.uniovi.es/investigadores/217464/detalle,MARIA DE LOS ANGELES GARCIA VALIÑAS,Economía,Gestión Pública,MARIA DE LOS ANGELES GARCIA VALIÑAS
77,La banda metal Midriasis se impone en la final del VII Certamen Musical de la Universidad de Oviedo,https://portalinvestigacion.uniovi.es/investigadores/1931679/detalle,MARIA DEL MAR GARCIA SUAREZ,Física,Magnetism for Health and Environment,MARIA DEL MAR GARCIA SUAREZ
77,La banda metal Midriasis se impone en la final del VII Certamen Musical de la Universidad de Oviedo,https://portalinvestigacion.uniovi.es/investigadores/217454/detalle,MARIA JOSE GARCIA SALGADO,Ciencias Jurídicas Básicas,Grupo de Investigación de Filosofía y Argumentación Jurídica,MARIA JOSE GARCIA SALGADO
77,La banda metal Midriasis se impone en la final del VII Certamen Musical de la Universidad de Oviedo,https://portalinvestigacion.uniovi.es/investigadores/217576/detalle,MARIA ISABEL GARCIA ESPEJO,Sociología,Grupo de Investigación en Sociología de la Alimentación,MARIA ISABEL GARCIA ESPEJO
77,La banda metal Midriasis se impone en la final del VII Certamen Musical de la Universidad de Oviedo,https://portalinvestigacion.uniovi.es/investigadores/217407/detalle,MARIA ANGELES GARCIA GARCIA,No especificado,,MARIA ANGELES GARCIA GARCIA
78,Un artículo sobre el uso del término bullying en castellano y un poema de Ángel González abren los exámenes de la PAU en Asturias,https://portalinvestigacion.uniovi.es/investigadores/217775/detalle,ALFONSO JOAQUIN LOPEZ MUÑIZ,Morfología y Biología Celular,Sistema Nervioso Periférico y Órganos de los Sentidos,ALFONSO JOAQUIN LOPEZ MUÑIZ
78,Un artículo sobre el uso del término bullying en castellano y un poema de Ángel González abren los exámenes de la PAU en Asturias,https://portalinvestigacion.uniovi.es/investigadores/219143/detalle,MIGUEL ANGEL GONZALEZ FERNANDEZ,Informática,Grupo de Investigación en Optimización y Scheduling Inteligentes,MIGUEL ANGEL GONZALEZ FERNANDEZ
78,Un artículo sobre el uso del término bullying en castellano y un poema de Ángel González abren los exámenes de la PAU en Asturias,https://portalinvestigacion.uniovi.es/investigadores/220173/detalle,SANTIAGO ALFONSO LOPEZ NAVIA,Filología Española,Grupo de Estudios Cervantinos,SANTIAGO ALFONSO LOPEZ NAVIA
79,Una investigación de la Universidad de Oviedo analiza el potencial de la música para reducir el estrés en pacientes críticos,https://portalinvestigacion.uniovi.es/investigadores/217019/detalle,MARIA DEL MAR FERNANDEZ ALVAREZ,Medicina,"Entorno, Conductas y Salud",MARIA DEL MAR FERNANDEZ ALVAREZ
79,Una investigación de la Universidad de Oviedo analiza el potencial de la música para reducir el estrés en pacientes críticos,https://portalinvestigacion.uniovi.es/investigadores/1116426/detalle,JOSE ANTONIO FERNANDEZ ALVAREZ,"Ingeniería Eléctrica, Electrónica, de Comunicaciones y de Sistemas (DIEECS)",Sistemas Electrónicos de Alimentación,JOSE ANTONIO FERNANDEZ ALVAREZ
79,Una investigación de la Universidad de Oviedo analiza el potencial de la música para reducir el estrés en pacientes críticos,https://portalinvestigacion.uniovi.es/investigadores/217867/detalle,MARIA DEL PILAR MOSTEIRO DIAZ,No especificado,,MARIA DEL PILAR MOSTEIRO DIAZ
79,Una investigación de la Universidad de Oviedo analiza el potencial de la música para reducir el estrés en pacientes críticos,https://portalinvestigacion.uniovi.es/investigadores/217637/detalle,SUSANA DEL CARMEN FERNANDEZ MENENDEZ,No especificado,,SUSANA DEL CARMEN FERNANDEZ MENENDEZ
79,Una investigación de la Universidad de Oviedo analiza el potencial de la música para reducir el estrés en pacientes críticos,https://portalinvestigacion.uniovi.es/investigadores/217020/detalle,PEDRO FERNANDEZ ALVAREZ,Construcción e Ingeniería de Fabricación,Engineering for Precision Manufacturing,PEDRO FERNANDEZ ALVAREZ
79,Una investigación de la Universidad de Oviedo analiza el potencial de la música para reducir el estrés en pacientes críticos,https://portalinvestigacion.uniovi.es/investigadores/1301703/detalle,AITOR NICOLAS FERNANDEZ ALVAREZ,No especificado,,AITOR NICOLAS FERNANDEZ ALVAREZ
79,Una investigación de la Universidad de Oviedo analiza el potencial de la música para reducir el estrés en pacientes críticos,https://portalinvestigacion.uniovi.es/investigadores/217047/detalle,CARMEN MARIA FERNANDEZ GARCIA,Ciencias de la Educación,Grupo de Análisis Sociológico y Cultural de los Procesos Escolares y Educativos,CARMEN MARIA FERNANDEZ GARCIA
